,name,year,engine,transmission,fuel,ownership,distance_travelled,Price
595, Renault Duster,2012,85 PS RXL DIESEL,Manual,Diesel,1st Owner,67879,398000
596, Datsun Go Plus,2016,T,Manual,Petrol,1st Owner,114535,268000
597, Tata Tiago,2018,XT PETROL,Manual,Petrol,1st Owner,44315,450000
598, Hyundai Eon,2017,MAGNA +,Manual,Petrol,1st Owner,43698,282000
599, Maruti Swift,2019,ZXI PLUS,Manual,Petrol,2nd Owner,64001,673000
600, Maruti Dzire,2020,VXI,Manual,Petrol,1st Owner,63899,700000
601, Maruti Wagon R 1.0,2017,VXI AMT,Automatic,Petrol,1st Owner,52791,399000
602, Renault Duster,2013,85 PS RXL DIESEL (OPT),Manual,Diesel,1st Owner,76134,420000
603, Maruti Wagon R 1.0,2012,LXI CNG,Manual,nerCNG,1st Owner,"74,435",299000
604, Maruti Swift,2011,LXI,Manual,Petrol,2nd Owner,75932,333000
605, Ford Ecosport,2014,TREND 1.5L DIESEL,Manual,Diesel,3rd Owner,89246,454000
606, Maruti Alto K10,2015,VXI,Manual,Petrol,1st Owner,110874,234000
607, Maruti Alto K10,2012,LXI,Manual,Petrol,2nd Owner,77013,195000
608, Maruti Swift,2013,VDI,Manual,Diesel,2nd Owner,85507,418000
609, Hyundai VENUE,2021,SX 1.0 TURBO,Manual,Petrol,1st Owner,44700,925000
610, Maruti Swift,2018,VDI,Manual,Diesel,2nd Owner,112667,574250
611, Maruti Swift,2021,VXI,Manual,Petrol,2nd Owner,12045,730000
612, Datsun Redi Go,2018,T(O) 1.0 AMT,Automatic,Petrol,1st Owner,16178,322000
613, Maruti Baleno,2017,DELTA DIESEL 1.3,Manual,Diesel,1st Owner,57217,647000
614, KIA SELTOS,2019,HTK PLUS AT 1.5 DIESEL,Automatic,Diesel,1st Owner,55081,1358000
615, Mahindra XUV500,2018,W4,Manual,Diesel,1st Owner,110140,810000
616, Maruti Swift Dzire,2015,VDI,Manual,Diesel,2nd Owner,71019,623000
617, Volkswagen Polo,2017,HIGHLINE1.2L,Manual,Petrol,1st Owner,54327,642000
618, Mahindra Scorpio,2018,S5,Manual,Diesel,1st Owner,84249,1041000
619, Mahindra XUV500,2014,W8 FWD,Manual,Diesel,1st Owner,96302,772000
620, Hyundai i10,2011,MAGNA 1.2,Manual,Petrol,2nd Owner,95916,246000
621, Maruti XL6,2021,ALPHA AT,Automatic,Petrol,2nd Owner,44462,1179000
622, Maruti Dzire,2017,ZDI PLUS,Manual,Diesel,1st Owner,71821,771000
623, Maruti Vitara Brezza,2017,ZDI PLUS DUAL TONE,Manual,Diesel,1st Owner,67725,859000
624, Hyundai Grand i10,2015,ASTA 1.2 KAPPA VTVT,Manual,Petrol,3rd Owner,40717,443000
625, Maruti Swift,2021,LXI,Manual,Petrol,1st Owner,118937,590000
626, Renault Kwid,2021,RXE,Manual,Petrol,1st Owner,14996,403000
627, Honda WR-V,2018,1.2 i-VTEC VX MT,Manual,Petrol,2nd Owner,27581,667000
628, Hyundai VENUE,2020,SX 1.0 TURBO,Manual,Petrol,1st Owner,50646,909750
629, Maruti Alto 800,2016,LXI,Manual,Petrol,2nd Owner,60610,245000
630, Renault TRIBER,2022,RXL MT,Manual,Petrol,1st Owner,39316,674000
631, Tata Safari,2021,XT PLUS,Manual,Diesel,1st Owner,30198,1756000
632, Maruti Alto 800,2013,LXI,Manual,Petrol,2nd Owner,64268,206000
633, Hyundai Verna,2015,FLUIDIC 4S 1.6 VTVT S(O),Manual,Petrol,1st Owner,105210,570000
634, Maruti Swift,2019,VXI,Manual,Petrol,1st Owner,42662,628000
635, Maruti Swift,2013,VXI,Manual,Petrol,3rd Owner,36577,403000
636, Ford Ecosport,2017,TITANIUM 1.5L PETROL,Manual,Petrol,1st Owner,41886,682400
637, Hyundai Creta,2018,E PLUS 1.6 PETROL,Manual,Petrol,1st Owner,63888,844000
638, Maruti Swift Dzire,2013,VXI,Manual,Petrol,2nd Owner,121952,429000
639, Tata Tiago,2016,XM PETROL,Manual,Petrol,1st Owner,24818,419000
640, Maruti Swift Dzire,2016,ZDI AMT,Automatic,Diesel,1st Owner,85948,646000
641, Hyundai i10,2012,SPORTZ 1.2,Manual,Petrol,1st Owner,27109,332000
642, Renault Kwid,2018,1.0 MARVEL CAPTAIN AMERICA EDITION AMT,Automatic,Petrol,2nd Owner,74390,403000
643, Hyundai i10,2011,MAGNA 1.2,Manual,Petrol,2nd Owner,75979,255000
644, Maruti Swift,2014,VXI,Manual,Petrol,1st Owner,94540,413000
645, Hyundai Grand i10,2016,ASTA 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,42434,489000
646, Ford Ecosport,2020,TITANIUM 1.5L DIESEL,Manual,Diesel,2nd Owner,47654,907000
647, Maruti Alto 800,2018,VXI,Manual,Petrol,1st Owner,63178,283000
648, Renault TRIBER,2020,RXT AMT,Automatic,Petrol,2nd Owner,21687,710000
649, Maruti Swift Dzire,2014,VXI,Manual,Petrol,1st Owner,101543,447000
650, Hyundai i10,2013,SPORTZ 1.2,Manual,Petrol,2nd Owner,94975,309000
651, Maruti Swift Dzire,2011,VXI,Manual,Petrol,1st Owner,45783,304000
652, Volkswagen Ameo,2016,HIGHLINE1.2L,Manual,Petrol,1st Owner,97921,529000
653, Maruti Vitara Brezza,2021,ZXI PLUS AT SHVS,Automatic,Petrol,1st Owner,40205,1038000
654, Maruti Vitara Brezza,2020,ZXI PLUS,Manual,Petrol,1st Owner,49498,851000
655, Maruti Vitara Brezza,2017,VDI (O),Manual,Diesel,1st Owner,89681,759000
656, Renault Kwid,2018,RXT 1.0,Manual,Petrol,1st Owner,84020,349000
657, Maruti IGNIS,2018,SIGMA 1.2,Manual,Petrol,1st Owner,103763,381000
658, Maruti Vitara Brezza,2019,ZDI PLUS AMT,Automatic,Diesel,1st Owner,72577,960000
659, Skoda Rapid,2018,STYLE 1.6 MPI AT,Automatic,Petrol,1st Owner,56478,831000
660, Maruti Swift Dzire,2014,VDI,Manual,Diesel,1st Owner,73626,491750
661, Maruti Swift,2012,VXI,Manual,Petrol,1st Owner,53072,407000
662, Honda City,2012,1.5L I-VTEC S MT,Manual,Petrol,1st Owner,116956,395000
663, Maruti Alto K10,2018,VXI,Manual,Petrol,1st Owner,54611,370000
664, Maruti Baleno,2022,ZETA PETROL 1.2,Manual,Petrol,1st Owner,31735,787000
665, Mahindra XUV500,2018,W10 1.99,Manual,Diesel,1st Owner,124586,1239000
666, Tata NEXON,2019,XZA PLUS DIESEL DUAL TONE,Automatic,Diesel,1st Owner,46034,1022000
667, Hyundai Santro Xing,2010,GLS,Manual,Petrol,3rd Owner,95627,205000
668, Tata ALTROZ,2021,XT I-TURBO PETROL,Manual,Petrol,1st Owner,12280,760000
669, Renault Kwid,2018,RXT 1.0 (O),Manual,Petrol,1st Owner,96475,373000
670, Hyundai Eon,2012,ERA +,Manual,Petrol,1st Owner,51545,238000
671, Hyundai i10,2010,MAGNA 1.2,Manual,Petrol,1st Owner,65303,259000
672, Mahindra XUV 3OO,2019,W8 1.5 DIESEL,Manual,Diesel,1st Owner,90349,873000
673, Hyundai i10,2012,SPORTZ 1.2,Manual,Petrol,1st Owner,47650,315000
674, Maruti Alto K10,2015,VXI AMT,Automatic,Petrol,2nd Owner,51281,306000
675, Honda City,2015,1.5L I-VTEC V MT,Manual,Petrol,1st Owner,69791,620000
676, Hyundai Elite i20,2019,SPORTZ PLUS 1.2,Manual,Petrol,1st Owner,40424,699000
677, Hyundai Eon,2013,ERA +,Manual,Petrol,1st Owner,71364,237000
678, Renault Kwid,2017,RXT 1.0,Manual,Petrol,1st Owner,29011,346000
679, Maruti Swift Dzire,2012,ZXI,Manual,Petrol,3rd Owner,44784,443000
680, Hyundai GRAND I10 NIOS,2019,SPORTZ U2 AMT 1.2 CRDI,Automatic,Diesel,1st Owner,34348,727000
681, Maruti Alto K10,2012,VXI,Manual,Petrol,1st Owner,46939,233000
682, Hyundai Creta,2016,SX (O) 1.6 DIESEL,Manual,Diesel,1st Owner,119781,941000
683, Toyota YARIS,2020,J CVT,Automatic,Petrol,1st Owner,20004,859000
684, Hyundai GRAND I10 NIOS,2020,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,29765,646000
685, Hyundai GRAND I10 NIOS,2021,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,10801,752000
686, Maruti Baleno,2017,DELTA PETROL 1.2,Manual,Petrol,1st Owner,35777,592000
687, Maruti Dzire,2019,ZDI AMT,Automatic,Diesel,1st Owner,97112,779000
688, Renault Kwid,2018,CLIMBER 1.0 AT,Automatic,Petrol,1st Owner,42964,450000
689, Maruti Swift,2012,VXI,Manual,Petrol,1st Owner,34271,412000
690, Maruti Swift,2013,VXI,Manual,Petrol,1st Owner,79202,415000
691, Maruti Vitara Brezza,2016,ZDI,Manual,Diesel,1st Owner,105562,789000
692, Renault Duster,2019,RXS CVT,Automatic,Petrol,1st Owner,5933,835000
693, Maruti Swift,2012,VXI,Manual,Petrol,1st Owner,36382,418000
694, Maruti S Cross,2020,ALPHA AT1.5,Automatic,Petrol,1st Owner,27653,1012000
695, Maruti Alto 800,2013,LXI,Manual,Petrol,2nd Owner,56133,224000
696, Hyundai Xcent,2018,SX 1.2 CRDI OPT,Manual,Diesel,2nd Owner,46923,675000
697, Mahindra XUV 3OO,2021,W8 1.2 PETROL,Manual,Petrol,1st Owner,48096,989000
698, Maruti Swift,2017,VDI ABS,Manual,Diesel,1st Owner,105133,576000
699, Maruti Alto 800,2017,LXI,Manual,Petrol,1st Owner,76580,287000
700, Maruti Alto K10,2013,VXI,Manual,Petrol,1st Owner,44245,250000
701, Maruti Swift,2015,VDI ABS,Manual,Diesel,1st Owner,58241,576000
702, Maruti Celerio,2022,VXI CNG,Manual,nerCNG,1st Owner,"1,457",713000
703, Tata ALTROZ,2022,XT PETROL,Manual,Petrol,1st Owner,3851,807000
704, Maruti Alto K10,2017,VXI,Manual,Petrol,3rd Owner,93133,302000
705, Maruti Wagon R 1.0,2015,VXI,Manual,Petrol,2nd Owner,71003,345000
706, Maruti Swift,2020,VXI,Manual,Petrol,1st Owner,49158,655000
707, Maruti Ritz,2014,ZXI,Manual,Petrol,2nd Owner,94611,382000
708, Maruti Baleno,2019,ZETA PETROL 1.2,Manual,Petrol,2nd Owner,42783,701000
709, Maruti Wagon R 1.0,2017,VXI,Manual,Petrol,2nd Owner,59084,420000
710, Maruti Dzire,2017,VDI AMT,Automatic,Diesel,1st Owner,49260,748000
711, Maruti Wagon R 1.0,2017,VXI,Manual,Petrol,1st Owner,64464,411000
712, Maruti Alto 800,2017,LXI O,Manual,Petrol,1st Owner,68359,306000
713, Maruti S PRESSO,2022,VXI+,Manual,Petrol,1st Owner,8467,545000
714, Honda City,2016,1.5L I-VTEC VX CVT,Automatic,Petrol,2nd Owner,73390,741000
715, Mahindra KUV 100 NXT,2018,K8 D 6 STR,Manual,Diesel,1st Owner,55912,453000
716, Honda Brio,2017,S MT,Manual,Petrol,1st Owner,22180,450000
717, Skoda Rapid,2021,STYLE TSI,Manual,Petrol,1st Owner,15504,1008000
718, Toyota Fortuner,2014,3.0 4X2 AT,Automatic,Diesel,3rd Owner,73031,1557000
719, Tata Tiago,2016,XE PETROL,Manual,Petrol,1st Owner,101386,364000
720, Renault Kwid,2016,RXT 0.8 (O),Manual,Petrol,1st Owner,89718,278000
721, Datsun Go Plus,2019,T(O),Manual,Petrol,1st Owner,24895,496000
722, Ford FREESTYLE,2018,TITANIUM 1.2 PETROL,Manual,Petrol,1st Owner,59112,615000
723, Tata NEXON,2022,XZ PLUS PETROL KAZIRANGA,Manual,Petrol,1st Owner,20514,1225000
724, Maruti Swift,2015,LXI,Manual,Petrol,2nd Owner,60352,433000
725, Volkswagen Vento,2019,HIGHLINE PLUS 1.5 AT 16 ALLOY,Automatic,Diesel,2nd Owner,18798,1126000
726, Honda Brio,2017,VX AT,Automatic,Petrol,1st Owner,39220,542000
727, Honda City,2015,1.5L I-VTEC V MT,Manual,Petrol,1st Owner,87390,585000
728, Nissan MAGNITE,2022,XV PREMIUM,Manual,Petrol,2nd Owner,18809,844000
729, Maruti Ritz,2010,VXI,Manual,Petrol,1st Owner,73340,324000
730, Hyundai Verna,2013,FLUIDIC 1.6 CRDI SX,Manual,Diesel,2nd Owner,80192,561000
731, Honda City,2022,1.5L I-VTEC V MT 5TH GEN,Manual,Petrol,1st Owner,13523,1160000
732, Maruti Zen Estilo,2010,LXI,Manual,Petrol,1st Owner,44257,226000
733, Maruti Swift,2016,VXI,Manual,Petrol,1st Owner,72338,584000
734, Hyundai Verna,2011,FLUIDIC 1.6 VTVT EX,Manual,Petrol,2nd Owner,87834,363000
735, Maruti Ciaz,2016,VXI+,Manual,Petrol,3rd Owner,70252,493000
736, Toyota Etios Liva,2011,G,Manual,Petrol,1st Owner,27055,379000
737, Mahindra XUV 3OO,2020,W8 1.2 PETROL,Manual,Petrol,3rd Owner,45751,830000
738, Hyundai GRAND I10 NIOS,2020,ASTA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,15361,701000
739, Maruti Wagon R 1.0,2010,LXI,Manual,Petrol,1st Owner,48860,265000
740, Maruti Dzire,2017,VXI,Manual,Petrol,1st Owner,31003,689000
741, Hyundai GRAND I10 NIOS,2022,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,10346,704000
742, Maruti Swift Dzire,2012,VXI,Manual,Petrol,1st Owner,97084,406000
743, Mahindra XUV500,2016,W6,Manual,Diesel,1st Owner,30313,1044000
744, Hyundai GRAND I10 NIOS,2020,MAGNA 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,23410,616000
745, Maruti Ertiga,2012,VXI,Manual,Petrol,1st Owner,104468,535000
746, Renault Duster,2014,85 PS RXE DIESEL,Manual,Diesel,3rd Owner,109706,460000
747, Hyundai Creta,2021,SX (O) 1.5 DIESEL,Manual,Diesel,1st Owner,66922,1614000
748, Maruti Ertiga,2013,ZXI,Manual,Petrol,1st Owner,112343,593000
749, Maruti Swift,2013,VDI,Manual,Diesel,2nd Owner,55334,453000
750, Honda City,2021,1.5L I-VTEC VX,Manual,Petrol,1st Owner,19497,1264000
751, Maruti Celerio,2017,ZXI AMT ABS,Automatic,Petrol,1st Owner,66058,439000
752, Toyota Innova Crysta,2017,2.8 ZX AT 7 STR,Automatic,Diesel,1st Owner,90322,1931000
753, Hyundai GRAND I10 NIOS,2020,Asta Petrol,Manual,Petrol,1st Owner,79978,637000
754, Renault Kiger,2021,RXZ 1.0 MT,Manual,Petrol,1st Owner,12233,775000
755, Maruti Swift,2014,VXI,Manual,Petrol,3rd Owner,54601,450000
756, Maruti Celerio,2014,VXI,Manual,Petrol,1st Owner,87262,372000
757, Hyundai Grand i10,2014,MAGNA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,68810,392000
758, Hyundai Elite i20,2015,ASTA 1.2,Manual,Petrol,1st Owner,38510,660000
759, Maruti IGNIS,2017,DELTA 1.2 AMT,Automatic,Petrol,1st Owner,23220,621000
760, Tata NEXON,2019,XZ+ 1.5,Manual,Diesel,1st Owner,67271,826000
761, Hyundai Elite i20,2017,ASTA 1.2,Manual,Petrol,1st Owner,29591,686000
762, Mahindra XUV500,2014,W6,Manual,Diesel,1st Owner,41855,858000
763, KIA SONET,2020,HTX 1.5,Manual,Diesel,1st Owner,30398,994000
764, Hyundai Elite i20,2016,MAGNA 1.2,Manual,Petrol,1st Owner,27103,636000
765, Hyundai Grand i10,2014,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,52125,442000
766, Maruti Ritz,2010,LXI,Manual,Petrol,2nd Owner,81225,286000
767, Maruti Dzire,2022,ZXI,Manual,Petrol,1st Owner,5712,810000
768, Hyundai Grand i10,2013,MAGNA 1.1 CRDI,Manual,Diesel,2nd Owner,102867,373000
769, Hyundai Verna,2020,SX (O) 1.5 CRDI,Manual,Diesel,1st Owner,33760,1380000
770, Maruti Baleno,2018,SIGMA DIESEL 1.3,Manual,Diesel,1st Owner,78631,596000
771, Maruti XL6,2020,ALPHA AT,Automatic,Petrol,1st Owner,44648,1078000
772, Hyundai Elite i20,2016,ASTA 1.2 (O),Manual,Petrol,1st Owner,44611,618000
773, Ford Ecosport,2016,TREND+ 1.5L DIESEL,Manual,Diesel,1st Owner,99776,661000
774, Hyundai Elite i20,2015,MAGNA 1.2,Manual,Petrol,1st Owner,71332,518000
775, Hyundai Creta,2016,SX PLUS 1.6 PETROL,Manual,Petrol,3rd Owner,37550,890000
776, Maruti Swift,2015,VDI ABS,Manual,Diesel,2nd Owner,44795,585000
777, Maruti Dzire,2019,ZDI,Manual,Diesel,1st Owner,47949,789000
778, Maruti Swift,2017,VDI (O),Manual,Diesel,1st Owner,36496,664000
779, Maruti Celerio,2014,VXI AMT,Automatic,Petrol,1st Owner,99227,367000
780, Renault Duster,2017,RXL PETROL,Manual,Petrol,2nd Owner,49576,692000
781, Maruti Swift Dzire,2013,VXI,Manual,Petrol,1st Owner,56927,434000
782, Hyundai i10,2013,SPORTZ 1.2 AT,Automatic,Petrol,1st Owner,125004,317000
783, Hyundai Creta,2020,SX 1.5 PETROL,Manual,Petrol,1st Owner,52422,1431000
784, Honda Amaze,2014,1.2L I-VTEC VX,Manual,Petrol,1st Owner,54075,422000
785, Hyundai Elite i20,2015,ASTA 1.4 CRDI (O),Manual,Diesel,1st Owner,112978,559000
786, Honda Brio,2012,S(O) MT,Manual,Petrol,1st Owner,29829,340000
787, Honda City,2015,1.5L I-VTEC SV CVT,Automatic,Petrol,3rd Owner,115125,531000
788, Maruti Wagon R 1.0,2010,LXI,Manual,Petrol,2nd Owner,74116,249000
789, Hyundai Grand i10,2014,ASTA (O) 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,20042,498000
790, Hyundai Grand i10,2016,SPORTZ 1.1 CRDI,Manual,Diesel,2nd Owner,79365,471000
791, Maruti Dzire,2017,VXI AMT,Automatic,Petrol,1st Owner,89411,557000
792, Maruti Ertiga,2014,ZDI,Manual,Diesel,2nd Owner,64384,738000
793, Hyundai GRAND I10 NIOS,2019,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,60077,607000
794, Hyundai Grand i10,2018,SPORTZ AT 1.2 KAPPA VTVT,Automatic,Petrol,2nd Owner,29550,637000
795, Tata Safari,2022,XZA PLUS GOLD,Automatic,Diesel,1st Owner,48686,2234000
796, Honda City,2016,1.5L I-VTEC V MT,Manual,Petrol,2nd Owner,43238,674000
797, Hyundai Elite i20,2018,ASTA 1.2 (O),Manual,Petrol,1st Owner,65015,722000
798, Maruti Celerio,2015,VXI AMT,Automatic,Petrol,1st Owner,18294,476000
799, Maruti New Wagon-R,2019,VXI 1.0,Manual,Petrol,2nd Owner,28454,509000
800, Tata NEXON,2018,XM DIESEL,Manual,Diesel,1st Owner,149363,669000
801, Volkswagen Ameo,2017,HIGHLINE DSG 1.5 DIESEL ,Automatic,Diesel,2nd Owner,78752,564000
802, Tata ALTROZ,2021,XE PETROL,Manual,Petrol,1st Owner,35172,634000
803, Tata Tiago,2017,XT PETROL,Manual,Petrol,1st Owner,69734,440000
804, Maruti Alto K10,2017,VXI,Manual,Petrol,1st Owner,29094,377000
805, Mahindra TUV300,2016,T6 PLUS AMT,Automatic,Diesel,2nd Owner,94469,632000
806, Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,63649,447000
807, Tata NEXON,2019,XZA PLUS PETROL DUAL TONE,Automatic,Petrol,1st Owner,44452,839000
808, Maruti Ertiga,2012,VXI,Manual,Petrol,2nd Owner,49317,592000
809, Hyundai Elite i20,2020,SPORTZ PLUS 1.2,Manual,Petrol,1st Owner,49087,710000
810, Maruti Swift Dzire,2010,VDI,Manual,Diesel,2nd Owner,68502,376000
811, Ford FREESTYLE,2018,TITANIUM 1.2 PETROL,Manual,Petrol,1st Owner,26566,596000
812, Maruti Ritz,2013,VXI,Manual,Petrol,1st Owner,54782,382000
813, Volkswagen Ameo,2018,HIGHLINE1.2L PLUS 16 ALLOY,Manual,Petrol,1st Owner,35791,634000
814, MG HECTOR,2021,SHARP 2.0 DIESEL DUAL TONE,Manual,Diesel,1st Owner,127904,1836000
815, Renault Kwid,2016,RXT 0.8 (O),Manual,Petrol,2nd Owner,53574,323000
816, Hyundai Creta,2016,1.6 SX PLUS PETROL,Manual,Petrol,1st Owner,67621,873000
817, Maruti Alto K10,2017,VXI (O) AMT,Automatic,Petrol,1st Owner,12325,429000
818, Volkswagen Ameo,2016,HIGHLINE1.5L,Manual,Diesel,1st Owner,80155,556000
819, Toyota URBAN CRUISER,2022,PREMIUM GRADE AT,Automatic,Petrol,1st Owner,4670,1214000
820, Mahindra KUV 100 NXT,2017,K6+ P 6 STR,Manual,Petrol,2nd Owner,32747,457000
821, Volkswagen Vento,2015,HIGHLINE TDI AT,Automatic,Diesel,1st Owner,74997,709000
822, Maruti Ertiga,2013,VXI,Manual,Petrol,2nd Owner,115062,578000
823, Hyundai Elite i20,2015,ASTA 1.2,Manual,Petrol,2nd Owner,102118,506000
824, Honda Jazz,2016,1.2 S MT,Manual,Petrol,2nd Owner,76046,484000
825, Hyundai NEW I20,2021,MAGNA 1.2 MT,Manual,Petrol,1st Owner,17929,718000
826, Maruti Ciaz,2015,ZXI,Manual,Petrol,2nd Owner,86851,572000
827, Hyundai i10,2012,SPORTZ 1.2 AT,Automatic,Petrol,3rd Owner,51584,343000
828, Tata Tiago,2018,XZ PETROL,Manual,Petrol,2nd Owner,36692,486400
829, Renault Duster,2020,RXZ 1.3 TURBO PETROL MT,Manual,Petrol,1st Owner,49139,915000
830, Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT DUAL TONE,Manual,Petrol,1st Owner,24678,573000
831, Maruti Celerio,2018,VXI AMT,Automatic,Petrol,2nd Owner,19557,500000
832, Hyundai Grand i10,2018,MAGNA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,60216,565000
833, Hyundai Elite i20,2017,SPORTZ 1.2,Manual,Petrol,3rd Owner,97212,560000
834, Hyundai Eon,2014,SPORTZ,Manual,Petrol,2nd Owner,46345,294000
835, KIA SONET,2020,HTX PLUS 1.5,Manual,Diesel,1st Owner,65561,1107000
836, Hyundai i20,2013,ASTA 1.2,Manual,Petrol,2nd Owner,21644,471000
837, Maruti Wagon R 1.0,2014,VXI,Manual,Petrol,1st Owner,26469,372000
838, Maruti Alto 800,2016,LXI,Manual,Petrol,2nd Owner,44110,298000
839, Toyota URBAN CRUISER,2021,PREMIUM GRADE MT,Manual,Petrol,1st Owner,43283,954000
840, Renault Duster,2017,RXZ 85 PS DIESEL,Manual,Diesel,1st Owner,60965,863000
841, Hyundai Grand i10,2017,ASTA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,41803,512000
842, Maruti Vitara Brezza,2016,ZDI,Manual,Diesel,1st Owner,47582,825000
843, Datsun Redi Go,2017,T(O) 1.0,Manual,Petrol,1st Owner,46031,278000
844, Hyundai Eon,2018,MAGNA PLUS,Manual,Petrol,2nd Owner,86198,302000
845, Maruti Celerio,2014,VXI AMT,Automatic,Petrol,3rd Owner,28577,368000
846, Hyundai Elite i20,2019,ASTA (O) CVT,Automatic,Petrol,1st Owner,30407,789000
847, Maruti Ciaz,2018,ALPHA 1.5 SHVS PETROL,Manual,Petrol,1st Owner,34761,778000
848, Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,3rd Owner,51439,440000
849, Maruti Swift,2019,ZDI PLUS AMT,Automatic,Diesel,1st Owner,44954,802000
850, Honda City,2016,1.5L I-VTEC V MT,Manual,Petrol,2nd Owner,58808,651000
851, Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,3rd Owner,33499,424000
852, Toyota YARIS,2020,J MT,Manual,Petrol,1st Owner,42247,743000
853, Hyundai Xcent,2015,SX AT 1.2 (O),Automatic,Petrol,1st Owner,77721,492000
854, Renault Kwid,2015,RXT 0.8,Manual,Petrol,1st Owner,69775,314000
855, Maruti Swift Dzire,2010,VXI,Manual,Petrol,2nd Owner,73236,337000
856, Honda City,2017,1.5L I-VTEC V MT,Manual,Petrol,1st Owner,71481,696000
857, Maruti New Wagon-R,2022,VXI CNG 1.0,Manual,nerCNG,1st Owner,"3,084",707000
858, Hyundai i10,2013,ERA 1.1,Manual,Petrol,2nd Owner,46280,302000
859, Maruti Swift,2014,VXI,Manual,Petrol,1st Owner,88051,515000
860, Hyundai VENUE,2019,SX PLUS 1.0 TURBO DCT,Automatic,Petrol,1st Owner,117010,877000
861, Honda WR-V,2019,1.2L I-VTEC VX MT,Manual,Petrol,1st Owner,36876,800000
862, Hyundai i20 Active,2015,1.2 SX,Manual,Petrol,2nd Owner,66758,549000
863, Honda City,2018,1.5L I-VTEC V MT,Manual,Petrol,2nd Owner,25742,804000
864, KIA SONET,2020,GTX PLUS 1.0 IMT,Manual,Petrol,1st Owner,49053,1068000
865, Hyundai Elite i20,2015,ASTA 1.2,Manual,Petrol,1st Owner,77182,660000
866, Maruti Alto 800,2015,LXI,Manual,Petrol,1st Owner,62554,277000
867, Honda City,2017,1.5L I-VTEC V MT,Manual,Petrol,1st Owner,54531,698000
868, Maruti Celerio,2017,VXI (O),Manual,Petrol,2nd Owner,57986,406000
869, Hyundai Verna,2018,1.6 VTVT SX,Manual,Petrol,1st Owner,41576,869000
870, Honda Amaze,2013,1.2L I-VTEC VX,Manual,Petrol,2nd Owner,59067,393000
871, Maruti Wagon R 1.0,2015,VXI,Manual,Petrol,1st Owner,48394,381000
872, Maruti Baleno,2019,ALPHA CVT PETROL 1.2,Automatic,Petrol,1st Owner,81881,689000
873, Honda Amaze,2016,1.2L I-VTEC S,Manual,Petrol,1st Owner,66655,482000
874, Maruti Baleno,2016,ALPHA PETROL 1.2,Manual,Petrol,1st Owner,79415,626000
875, Ford Ecosport,2017,1.5 TITANIUM PLATINUM EDITION DIESEL,Manual,Diesel,1st Owner,71230,733000
876, Maruti Wagon R 1.0,2014,VXI,Manual,Petrol,2nd Owner,54190,331000
877, Hyundai Elite i20,2020,SPORTZ PLUS 1.2,Manual,Petrol,1st Owner,40560,767000
878, Maruti Swift Dzire,2014,VXI,Manual,Petrol,1st Owner,26627,505600
879, Hyundai Elite i20,2017,ASTA 1.2,Manual,Petrol,1st Owner,51181,639000
880, Renault Kwid,2018,RXT 1.0 (O),Manual,Petrol,2nd Owner,64592,353000
881, Maruti Baleno,2017,ZETA PETROL 1.2,Manual,Petrol,1st Owner,35292,665000
882, Toyota YARIS,2020,J CVT,Automatic,Petrol,1st Owner,8828,887000
883, Hyundai GRAND I10 NIOS,2022,ASTA AMT 1.2 KAPPA VTVT,Automatic,Petrol,2nd Owner,9440,830000
884, Hyundai i10,2011,MAGNA 1.2,Manual,Petrol,3rd Owner,39962,253000
885, Hyundai Grand i10,2014,ASTA AT 1.2 KAPPA VTVT,Automatic,Petrol,2nd Owner,86577,440000
886, Hyundai Grand i10,2018,ASTA 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,7773,637000
887, KIA CARENS,2022,LUXURY PLUS 1.4 PETROL 6 STR,Manual,Petrol,1st Owner,21173,1606000
888, Mahindra XUV 3OO,2019,W8 (O) 1.2 PETROL,Manual,Petrol,1st Owner,57202,925000
889, Renault Kwid,2018,CLIMBER 1.0,Manual,Petrol,2nd Owner,37418,380000
890, Maruti Baleno,2016,DELTA CVT PETROL 1.2,Automatic,Petrol,2nd Owner,83075,574000
891, Hyundai VENUE,2020,SX 1.0 TURBO,Manual,Petrol,1st Owner,10710,964000
892, Maruti Ritz,2011,VXI,Manual,Petrol,1st Owner,64990,327000
